id,source_file,suite_path,hardhat_test,scenario,expected_behavior,fixture_dependencies,foundry_destination,translation_shape,status,evidence
HH-E148DDA3643E,test/escrow/escrow.spec.ts,Escrow > #getExpiredIntents > when there are no intents,should return empty array,Escrow #getExpiredIntents when there are no intents should return empty array,return value,beforeEach:Escrow; beforeEach:Escrow > #getExpiredIntents; beforeEach:Escrow > #getExpiredIntents > when there are no intents; @utils/types[Address]; @utils/test/types[Account]; @utils/contracts[Escrow|ProtocolViewer|IEscrow|USDCMock|PaymentVerifierMock|PostIntentHookMock|PostIntentHookRegistry|PaymentVerifierRegistry|Orchestrator|RelayerRegistry|OrchestratorMock|ReentrantOrchestratorMock|EscrowRegistry]; @utils/deploys[DeployHelper]; @utils/test/index[getWaffleExpect|getAccounts]; @utils/common[Blockchain|ether|usdc]; @utils/constants[ZERO|ZERO_BYTES32|ADDRESS_ZERO|ONE|ONE_HOUR_IN_SECONDS]; @utils/protocolUtils[calculateIntentHash]; @utils/constants[ONE_DAY_IN_SECONDS]; @utils/protocolUtils[Currency]; @utils/test/helpers[generateGatingServiceSignature|createSignalIntentParams],,one-to-one,pending-translation,baseline-passed
HH-3512B7585E55,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > #createDeposit > when intentAmountRange.min is zero,reverts with ZeroMinValue,EscrowV2 -- Branch Coverage #createDeposit when intentAmountRange.min is zero reverts with ZeroMinValue,revert/error,beforeEach:EscrowV2 -- Branch Coverage; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-8BC1983AA3D7,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > #createDeposit > when delegate is the depositor (self-delegation),reverts with CannotDelegateToSelf,EscrowV2 -- Branch Coverage #createDeposit when delegate is the depositor (self-delegation) reverts with CannotDelegateToSelf,revert/error,beforeEach:EscrowV2 -- Branch Coverage; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-24CB4AD634E8,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > #depositTo > when target depositor is zero address,reverts with ZeroAddress,EscrowV2 -- Branch Coverage #depositTo when target depositor is zero address reverts with ZeroAddress,revert/error,beforeEach:EscrowV2 -- Branch Coverage; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-0D8DF1E380A8,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > #depositTo > when delegate is the target depositor (self-delegation),reverts with CannotDelegateToSelf,EscrowV2 -- Branch Coverage #depositTo when delegate is the target depositor (self-delegation) reverts with CannotDelegateToSelf,revert/error,beforeEach:EscrowV2 -- Branch Coverage; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-3530B90D50C8,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > #withdrawDeposit > when caller is not depositor,reverts with UnauthorizedCaller,EscrowV2 -- Branch Coverage #withdrawDeposit when caller is not depositor reverts with UnauthorizedCaller,revert/error,beforeEach:EscrowV2 -- Branch Coverage; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-FAE77776FFBF,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > #withdrawDeposit > when there are no expired intents to prune,succeeds without orchestrator prune call,EscrowV2 -- Branch Coverage #withdrawDeposit when there are no expired intents to prune succeeds without orchestrator prune call,state transition,beforeEach:EscrowV2 -- Branch Coverage; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-8ABC8A64A610,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > #removeDelegate > when caller is not depositor,reverts with UnauthorizedCaller,EscrowV2 -- Branch Coverage #removeDelegate when caller is not depositor reverts with UnauthorizedCaller,revert/error,beforeEach:EscrowV2 -- Branch Coverage; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-D78DE43A943D,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > #pruneExpiredIntents > when there are no expired intents,succeeds without orchestrator prune call,EscrowV2 -- Branch Coverage #pruneExpiredIntents when there are no expired intents succeeds without orchestrator prune call,state transition,beforeEach:EscrowV2 -- Branch Coverage; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-30F86A629913,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > #unlockFunds -- onlyOrchestrator > when caller is not an orchestrator,reverts with UnauthorizedCaller,EscrowV2 -- Branch Coverage #unlockFunds -- onlyOrchestrator when caller is not an orchestrator reverts with UnauthorizedCaller,revert/error,beforeEach:EscrowV2 -- Branch Coverage; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-960435DC5C39,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > #unlockAndTransferFunds -- onlyOrchestrator > when caller is not an orchestrator,reverts with UnauthorizedCaller,EscrowV2 -- Branch Coverage #unlockAndTransferFunds -- onlyOrchestrator when caller is not an orchestrator reverts with UnauthorizedCaller,revert/error,beforeEach:EscrowV2 -- Branch Coverage; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-147BC52C7B63,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > onlyDepositorOrDelegate revert -- per function > #setOracleRateConfigBatch,reverts with UnauthorizedCallerOrDelegate,EscrowV2 -- Branch Coverage onlyDepositorOrDelegate revert -- per function #setOracleRateConfigBatch reverts with UnauthorizedCallerOrDelegate,revert/error,beforeEach:EscrowV2 -- Branch Coverage; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-686E7E875473,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > onlyDepositorOrDelegate revert -- per function > #updateCurrencyConfigBatch,reverts with UnauthorizedCallerOrDelegate,EscrowV2 -- Branch Coverage onlyDepositorOrDelegate revert -- per function #updateCurrencyConfigBatch reverts with UnauthorizedCallerOrDelegate,revert/error,beforeEach:EscrowV2 -- Branch Coverage; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-9760F7045798,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > onlyDepositorOrDelegate revert -- per function > #removeOracleRateConfig,reverts with UnauthorizedCallerOrDelegate,EscrowV2 -- Branch Coverage onlyDepositorOrDelegate revert -- per function #removeOracleRateConfig reverts with UnauthorizedCallerOrDelegate,revert/error,beforeEach:EscrowV2 -- Branch Coverage; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-1596EA876D61,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > onlyDepositorOrDelegate revert -- per function > #setIntentRange,reverts with UnauthorizedCallerOrDelegate,EscrowV2 -- Branch Coverage onlyDepositorOrDelegate revert -- per function #setIntentRange reverts with UnauthorizedCallerOrDelegate,revert/error,beforeEach:EscrowV2 -- Branch Coverage; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-CDC7DC5F4B30,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > onlyDepositorOrDelegate revert -- per function > #addPaymentMethods,reverts with UnauthorizedCallerOrDelegate,EscrowV2 -- Branch Coverage onlyDepositorOrDelegate revert -- per function #addPaymentMethods reverts with UnauthorizedCallerOrDelegate,revert/error,beforeEach:EscrowV2 -- Branch Coverage; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-ED8BAC0BD9A5,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > onlyDepositorOrDelegate revert -- per function > #setPaymentMethodActive,reverts with UnauthorizedCallerOrDelegate,EscrowV2 -- Branch Coverage onlyDepositorOrDelegate revert -- per function #setPaymentMethodActive reverts with UnauthorizedCallerOrDelegate,revert/error,beforeEach:EscrowV2 -- Branch Coverage; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-866A4D9E9C5B,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > onlyDepositorOrDelegate revert -- per function > #addCurrencies,reverts with UnauthorizedCallerOrDelegate,EscrowV2 -- Branch Coverage onlyDepositorOrDelegate revert -- per function #addCurrencies reverts with UnauthorizedCallerOrDelegate,revert/error,beforeEach:EscrowV2 -- Branch Coverage; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-2C916892B3E7,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > onlyDepositorOrDelegate revert -- per function > #deactivateCurrency,reverts with UnauthorizedCallerOrDelegate,EscrowV2 -- Branch Coverage onlyDepositorOrDelegate revert -- per function #deactivateCurrency reverts with UnauthorizedCallerOrDelegate,revert/error,beforeEach:EscrowV2 -- Branch Coverage; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-B479A2F7EBDB,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > onlyDepositorOrDelegate revert -- per function > #deactivateCurrenciesBatch,reverts with UnauthorizedCallerOrDelegate,EscrowV2 -- Branch Coverage onlyDepositorOrDelegate revert -- per function #deactivateCurrenciesBatch reverts with UnauthorizedCallerOrDelegate,revert/error,beforeEach:EscrowV2 -- Branch Coverage; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-FFD9265E9C0B,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > onlyDepositorOrDelegate revert -- per function > #setAcceptingIntents,reverts with UnauthorizedCallerOrDelegate,EscrowV2 -- Branch Coverage onlyDepositorOrDelegate revert -- per function #setAcceptingIntents reverts with UnauthorizedCallerOrDelegate,revert/error,beforeEach:EscrowV2 -- Branch Coverage; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-2B91377B14C8,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > onlyDepositorOrDelegate revert -- per function > #setRetainOnEmpty,reverts with UnauthorizedCallerOrDelegate,EscrowV2 -- Branch Coverage onlyDepositorOrDelegate revert -- per function #setRetainOnEmpty reverts with UnauthorizedCallerOrDelegate,revert/error,beforeEach:EscrowV2 -- Branch Coverage; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-C89061E74C5B,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > #_addPaymentMethodsToDeposit (via addPaymentMethods / createDeposit) > when paymentMethod is bytes32(0),reverts with ZeroAddress,EscrowV2 -- Branch Coverage #_addPaymentMethodsToDeposit (via addPaymentMethods / createDeposit) when paymentMethod is bytes32(0) reverts with ZeroAddress,revert/error,beforeEach:EscrowV2 -- Branch Coverage; beforeEach:EscrowV2 -- Branch Coverage > #_addPaymentMethodsToDeposit (via addPaymentMethods / createDeposit) > when paymentMethod is bytes32(0); @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-1844EB68C82C,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > #_addPaymentMethodsToDeposit (via addPaymentMethods / createDeposit) > when payeeDetails is bytes32(0),reverts with EmptyPayeeDetails,EscrowV2 -- Branch Coverage #_addPaymentMethodsToDeposit (via addPaymentMethods / createDeposit) when payeeDetails is bytes32(0) reverts with EmptyPayeeDetails,revert/error,beforeEach:EscrowV2 -- Branch Coverage; beforeEach:EscrowV2 -- Branch Coverage > #_addPaymentMethodsToDeposit (via addPaymentMethods / createDeposit) > when payeeDetails is bytes32(0); @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-7A0F7E7182CA,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > #_addPaymentMethodsToDeposit (via addPaymentMethods / createDeposit) > when payment method already exists on deposit,reverts with PaymentMethodAlreadyExists,EscrowV2 -- Branch Coverage #_addPaymentMethodsToDeposit (via addPaymentMethods / createDeposit) when payment method already exists on deposit reverts with PaymentMethodAlreadyExists,revert/error,beforeEach:EscrowV2 -- Branch Coverage; beforeEach:EscrowV2 -- Branch Coverage > #_addPaymentMethodsToDeposit (via addPaymentMethods / createDeposit) > when payment method already exists on deposit; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-83144BDC03C8,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > #_addPaymentMethodsToDeposit (via addPaymentMethods / createDeposit) > when paymentMethods and paymentMethodData arrays differ in length,reverts with ArrayLengthMismatch,EscrowV2 -- Branch Coverage #_addPaymentMethodsToDeposit (via addPaymentMethods / createDeposit) when paymentMethods and paymentMethodData arrays differ in length reverts with ArrayLengthMismatch,revert/error,beforeEach:EscrowV2 -- Branch Coverage; beforeEach:EscrowV2 -- Branch Coverage > #_addPaymentMethodsToDeposit (via addPaymentMethods / createDeposit) > when paymentMethods and paymentMethodData arrays differ in length; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-19DC94E91860,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > #_addPaymentMethodsToDeposit (via addPaymentMethods / createDeposit) > when paymentMethods and currencies arrays differ in length,reverts with ArrayLengthMismatch,EscrowV2 -- Branch Coverage #_addPaymentMethodsToDeposit (via addPaymentMethods / createDeposit) when paymentMethods and currencies arrays differ in length reverts with ArrayLengthMismatch,revert/error,beforeEach:EscrowV2 -- Branch Coverage; beforeEach:EscrowV2 -- Branch Coverage > #_addPaymentMethodsToDeposit (via addPaymentMethods / createDeposit) > when paymentMethods and currencies arrays differ in length; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-F3FA25EB8C0F,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > #_setOracleRateConfig (via setOracleRateConfig) > when adapter is an EOA (code.length == 0),reverts with InvalidOracleAdapter,EscrowV2 -- Branch Coverage #_setOracleRateConfig (via setOracleRateConfig) when adapter is an EOA (code.length == 0) reverts with InvalidOracleAdapter,revert/error,beforeEach:EscrowV2 -- Branch Coverage; beforeEach:EscrowV2 -- Branch Coverage > #_setOracleRateConfig (via setOracleRateConfig) > when adapter is an EOA (code.length == 0); @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-F216066F3C2C,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > #_setOracleRateConfig (via setOracleRateConfig) > when spreadBps exceeds BPS (10000),accepts the higher spread and stores the config,EscrowV2 -- Branch Coverage #_setOracleRateConfig (via setOracleRateConfig) when spreadBps exceeds BPS (10000) accepts the higher spread and stores the config,return value,beforeEach:EscrowV2 -- Branch Coverage; beforeEach:EscrowV2 -- Branch Coverage > #_setOracleRateConfig (via setOracleRateConfig) > when spreadBps exceeds BPS (10000); @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-4D673AB9877B,test/escrowV2/escrowV2.branchCoverage.spec.ts,EscrowV2 -- Branch Coverage > #_setOracleRateConfig (via setOracleRateConfig) > when spreadBps is -10000,reverts with InvalidSpread,EscrowV2 -- Branch Coverage #_setOracleRateConfig (via setOracleRateConfig) when spreadBps is -10000 reverts with InvalidSpread,revert/error,beforeEach:EscrowV2 -- Branch Coverage; beforeEach:EscrowV2 -- Branch Coverage > #_setOracleRateConfig (via setOracleRateConfig) > when spreadBps is -10000; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
