id,source_file,suite_path,hardhat_test,scenario,expected_behavior,fixture_dependencies,foundry_destination,translation_shape,status,evidence
HH-8D5F35D729F4,test/staking/riskManager.spec.ts,RiskManager and OrchestratorV3 > post-funds risk settlement boundary,slashes gross deferred stake to the LP and cancels all contingent fees,RiskManager and OrchestratorV3 post-funds risk settlement boundary slashes gross deferred stake to the LP and cancels all contingent fees,balance/accounting,@nomicfoundation/hardhat-network-helpers[loadFixture|time],,one-to-one,pending-translation,baseline-passed
HH-B681D9D2950B,test/staking/riskManager.spec.ts,RiskManager and OrchestratorV3 > post-funds risk settlement boundary,releases matured deferred custody as reusable payout-recipient stake,RiskManager and OrchestratorV3 post-funds risk settlement boundary releases matured deferred custody as reusable payout-recipient stake,balance/accounting,@nomicfoundation/hardhat-network-helpers[loadFixture|time],,one-to-one,pending-translation,baseline-passed
HH-071F1CADD977,test/staking/riskManager.spec.ts,RiskManager and OrchestratorV3 > post-funds risk settlement boundary,applies deferred custody to manual release and skips the ordinary post hook,RiskManager and OrchestratorV3 post-funds risk settlement boundary applies deferred custody to manual release and skips the ordinary post hook,balance/accounting,@nomicfoundation/hardhat-network-helpers[loadFixture|time],,one-to-one,pending-translation,baseline-passed
HH-62B789103F23,test/staking/riskManager.spec.ts,RiskManager and OrchestratorV3 > post-funds risk settlement boundary,slashes gross deferred stake after manual release without vesting fees,RiskManager and OrchestratorV3 post-funds risk settlement boundary slashes gross deferred stake after manual release without vesting fees,balance/accounting,@nomicfoundation/hardhat-network-helpers[loadFixture|time],,one-to-one,pending-translation,baseline-passed
HH-6791E6BAEC1B,test/staking/riskManager.spec.ts,RiskManager and OrchestratorV3 > post-funds risk settlement boundary,preserves an ordinary post-intent hook when risk settlement consumes zero,RiskManager and OrchestratorV3 post-funds risk settlement boundary preserves an ordinary post-intent hook when risk settlement consumes zero,balance/accounting,@nomicfoundation/hardhat-network-helpers[loadFixture|time],,one-to-one,pending-translation,baseline-passed
HH-E4AFD240243B,test/staking/riskManager.spec.ts,RiskManager and OrchestratorV3 > post-funds risk settlement boundary,pays the exact fee plan before ordinary payout when risk settlement consumes zero,RiskManager and OrchestratorV3 post-funds risk settlement boundary pays the exact fee plan before ordinary payout when risk settlement consumes zero,balance/accounting,@nomicfoundation/hardhat-network-helpers[loadFixture|time],,one-to-one,pending-translation,baseline-passed
HH-518EC788FE65,test/staking/riskManager.spec.ts,RiskManager and OrchestratorV3 > post-funds risk settlement boundary,rejects partial pulls and rolls back escrow settlement,RiskManager and OrchestratorV3 post-funds risk settlement boundary rejects partial pulls and rolls back escrow settlement,revert/error,@nomicfoundation/hardhat-network-helpers[loadFixture|time],,one-to-one,pending-translation,baseline-passed
HH-27B445346D18,test/staking/riskManager.spec.ts,RiskManager and OrchestratorV3 > post-funds risk settlement boundary,rejects over-pulls and callback failures,RiskManager and OrchestratorV3 post-funds risk settlement boundary rejects over-pulls and callback failures,revert/error,@nomicfoundation/hardhat-network-helpers[loadFixture|time],,one-to-one,pending-translation,baseline-passed
HH-A99BEF2B6BA7,test/staking/riskManager.spec.ts,RiskManager and OrchestratorV3 > post-funds risk settlement boundary,"atomically rolls back nullification, fees, escrow resolution, and allowance on callback failure","RiskManager and OrchestratorV3 post-funds risk settlement boundary atomically rolls back nullification, fees, escrow resolution, and allowance on callback failure",revert/error,@nomicfoundation/hardhat-network-helpers[loadFixture|time],,one-to-one,pending-translation,baseline-passed
HH-1E8BA8E18C3E,test/staking/riskManager.spec.ts,RiskManager and OrchestratorV3 > post-funds risk settlement boundary,rejects a settlement balance increase,RiskManager and OrchestratorV3 post-funds risk settlement boundary rejects a settlement balance increase,revert/error,@nomicfoundation/hardhat-network-helpers[loadFixture|time],,one-to-one,pending-translation,baseline-passed
HH-FB15864B4B8C,test/staking/riskManager.spec.ts,RiskManager and OrchestratorV3 > post-funds risk settlement boundary,fails closed if a snapshotted hook loses its code,RiskManager and OrchestratorV3 post-funds risk settlement boundary fails closed if a snapshotted hook loses its code,revert/error,@nomicfoundation/hardhat-network-helpers[loadFixture|time],,one-to-one,pending-translation,baseline-passed
HH-914FDADB4DF0,test/staking/riskManager.spec.ts,RiskManager and OrchestratorV3 > post-funds risk settlement boundary,fails closed if a selected risk hook loses its code before admission,RiskManager and OrchestratorV3 post-funds risk settlement boundary fails closed if a selected risk hook loses its code before admission,revert/error,@nomicfoundation/hardhat-network-helpers[loadFixture|time],,one-to-one,pending-translation,baseline-passed
HH-D05F740AE80B,test/staking/riskManager.spec.ts,RiskManager and OrchestratorV3 > post-funds risk settlement boundary,records durable cancellation when a snapshotted hook loses its code,RiskManager and OrchestratorV3 post-funds risk settlement boundary records durable cancellation when a snapshotted hook loses its code,balance/accounting,@nomicfoundation/hardhat-network-helpers[loadFixture|time],,one-to-one,pending-translation,baseline-passed
HH-C3D1E8B5F742,test/staking/riskManager.spec.ts,RiskManager and OrchestratorV3 > post-funds risk settlement boundary,lets only the failed risk hook clear reconciled cancellation data,RiskManager and OrchestratorV3 post-funds risk settlement boundary lets only the failed risk hook clear reconciled cancellation data,revert/error,@nomicfoundation/hardhat-network-helpers[loadFixture|time],,one-to-one,pending-translation,baseline-passed
HH-92CDFFDB960A,test/staking/riskManager.spec.ts,RiskManager and OrchestratorV3 > OrchestratorV3 control and recovery surface,exposes hook snapshots and guarded governance,RiskManager and OrchestratorV3 OrchestratorV3 control and recovery surface exposes hook snapshots and guarded governance,asserted behavior,@nomicfoundation/hardhat-network-helpers[loadFixture|time],,one-to-one,pending-translation,baseline-passed
HH-F7CCC5690BA3,test/staking/riskManager.spec.ts,RiskManager and OrchestratorV3 > OrchestratorV3 control and recovery surface,fails closed when verified or manual risk settlement reverts,RiskManager and OrchestratorV3 OrchestratorV3 control and recovery surface fails closed when verified or manual risk settlement reverts,revert/error,@nomicfoundation/hardhat-network-helpers[loadFixture|time],,one-to-one,pending-translation,baseline-passed
HH-FF8AA90FF922,test/staking/riskManager.spec.ts,RiskManager and OrchestratorV3 > OrchestratorV3 control and recovery surface,uses the snapshotted risk hook after the deposit hook is changed,RiskManager and OrchestratorV3 OrchestratorV3 control and recovery surface uses the snapshotted risk hook after the deposit hook is changed,asserted behavior,@nomicfoundation/hardhat-network-helpers[loadFixture|time],,one-to-one,pending-translation,baseline-passed
HH-B9070934558A,test/staking/riskManager.spec.ts,RiskManager and OrchestratorV3 > OrchestratorV3 control and recovery surface,blocks reentry into every guarded V3 lifecycle entrypoint,RiskManager and OrchestratorV3 OrchestratorV3 control and recovery surface blocks reentry into every guarded V3 lifecycle entrypoint,state transition,@nomicfoundation/hardhat-network-helpers[loadFixture|time],,one-to-one,pending-translation,baseline-passed
HH-D3A1BA21A348,test/staking/stakeVault.spec.ts,StakeVault > #depositStake,records stake and emits the resulting balance,StakeVault #depositStake records stake and emits the resulting balance,event,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-C097DF7C7C34,test/staking/stakeVault.spec.ts,StakeVault > #depositStake,rejects zero-value stake,StakeVault #depositStake rejects zero-value stake,revert/error,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-D83BB81A55C4,test/staking/stakeVault.spec.ts,StakeVault > #depositStake,rejects deposits while stake deposits are paused,StakeVault #depositStake rejects deposits while stake deposits are paused,revert/error,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-D59B09AE03FB,test/staking/stakeVault.spec.ts,StakeVault > delegated stake ownership,lets a stake owner deposit for a taker without transferring ownership,StakeVault delegated stake ownership lets a stake owner deposit for a taker without transferring ownership,balance/accounting,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-FA9203463365,test/staking/stakeVault.spec.ts,StakeVault > delegated stake ownership,prevents another stake owner from replacing an existing authorization,StakeVault delegated stake ownership prevents another stake owner from replacing an existing authorization,revert/error,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-101641FA849C,test/staking/stakeVault.spec.ts,StakeVault > delegated stake ownership,lets the stake owner revoke a taker for future intents,StakeVault delegated stake ownership lets the stake owner revoke a taker for future intents,asserted behavior,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-B6340743D836,test/staking/stakeVault.spec.ts,StakeVault > delegated stake ownership,lets the taker clear an unwanted stake owner and disables reassignment,StakeVault delegated stake ownership lets the taker clear an unwanted stake owner and disables reassignment,state transition,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-DF021C7E3C6A,test/staking/stakeVault.spec.ts,StakeVault > delegated stake ownership,rejects forced reassignment after the taker clears its stake owner,StakeVault delegated stake ownership rejects forced reassignment after the taker clears its stake owner,revert/error,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-956C1B60F058,test/staking/stakeVault.spec.ts,StakeVault > delegated stake ownership,lets the taker re-enable one-sided stake delegation,StakeVault delegated stake ownership lets the taker re-enable one-sided stake delegation,asserted behavior,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-7E89A311052E,test/staking/stakeVault.spec.ts,StakeVault > delegated stake ownership,lets the taker disable delegation before any stake owner is assigned,StakeVault delegated stake ownership lets the taker disable delegation before any stake owner is assigned,asserted behavior,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-60837B5A422F,test/staking/stakeVault.spec.ts,StakeVault > delegated stake ownership,lets the taker pre-approve one exact stake owner,StakeVault delegated stake ownership lets the taker pre-approve one exact stake owner,asserted behavior,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-33147A460D80,test/staking/stakeVault.spec.ts,StakeVault > delegated stake ownership,atomically replaces a squatter with one allowed stake owner,StakeVault delegated stake ownership atomically replaces a squatter with one allowed stake owner,success,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-D6958F495D7B,test/staking/stakeVault.spec.ts,StakeVault > delegated stake ownership,does not give the taker stake withdrawal rights,StakeVault delegated stake ownership does not give the taker stake withdrawal rights,asserted behavior,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-133703836392,test/staking/stakeVault.spec.ts,StakeVault > delegated stake ownership,updates several taker authorizations atomically,StakeVault delegated stake ownership updates several taker authorizations atomically,state transition,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-D98820F40D66,test/staking/stakeVault.spec.ts,StakeVault > delegated stake ownership,rolls back every taker authorization when one batch item is invalid,StakeVault delegated stake ownership rolls back every taker authorization when one batch item is invalid,revert/error,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-23EAB132BCBC,test/staking/stakeVault.spec.ts,StakeVault > reservations,reserves free stake against a unique intent,StakeVault reservations reserves free stake against a unique intent,asserted behavior,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-0D035E5CEF7B,test/staking/stakeVault.spec.ts,StakeVault > reservations,rejects a reservation larger than free stake,StakeVault reservations rejects a reservation larger than free stake,revert/error,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-22D5CCCCA53E,test/staking/stakeVault.spec.ts,StakeVault > reservations,rejects reusing an active intent reservation,StakeVault reservations rejects reusing an active intent reservation,revert/error,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-D224D30C16C4,test/staking/stakeVault.spec.ts,StakeVault > reservations,reduces an exact reservation after partial fulfillment,StakeVault reservations reduces an exact reservation after partial fulfillment,asserted behavior,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-B1BF2E692E2D,test/staking/stakeVault.spec.ts,StakeVault > reservations,increases an active reservation through the admission-gated path,StakeVault reservations increases an active reservation through the admission-gated path,asserted behavior,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-FDD4BB3AD178,test/staking/stakeVault.spec.ts,StakeVault > reservations,refreshes an active reservation release time without changing stake accounting,StakeVault reservations refreshes an active reservation release time without changing stake accounting,asserted behavior,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-F3BB67CF644D,test/staking/stakeVault.spec.ts,StakeVault > reservations,rejects invalid reservation increases,StakeVault reservations rejects invalid reservation increases,revert/error,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-7648282D468B,test/staking/stakeVault.spec.ts,StakeVault > reservations,blocks reservation increases while paused or after exit is requested,StakeVault reservations blocks reservation increases while paused or after exit is requested,state transition,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-6956818BBBF3,test/staking/stakeVault.spec.ts,StakeVault > reservations,enforces pause and exit gates on zero-increment reservation refreshes,StakeVault reservations enforces pause and exit gates on zero-increment reservation refreshes,asserted behavior,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-0E1791DD445E,test/staking/stakeVault.spec.ts,StakeVault > reservations,releases a cancelled intent reservation,StakeVault reservations releases a cancelled intent reservation,asserted behavior,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-4FDA5B925DAA,test/staking/stakeVault.spec.ts,StakeVault > reservations,allows only the controller to mutate reservations,StakeVault reservations allows only the controller to mutate reservations,success,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-FA16C051C0C1,test/staking/stakeVault.spec.ts,StakeVault > slashing and compensation,slashes no more than requested and retains the remaining reservation,StakeVault slashing and compensation slashes no more than requested and retains the remaining reservation,asserted behavior,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-A1542E9C548C,test/staking/stakeVault.spec.ts,StakeVault > slashing and compensation,rejects slashing above the active reservation,StakeVault slashing and compensation rejects slashing above the active reservation,revert/error,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-BE83D55736F4,test/staking/stakeVault.spec.ts,StakeVault > slashing and compensation,lets the maker pull credited compensation,StakeVault slashing and compensation lets the maker pull credited compensation,asserted behavior,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-FB84DEF3AE09,test/staking/stakeVault.spec.ts,StakeVault > slashing and compensation,withdraws compensation aggregated across multiple intent claims,StakeVault slashing and compensation withdraws compensation aggregated across multiple intent claims,asserted behavior,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-016697D69AFE,test/staking/stakeVault.spec.ts,StakeVault > partial stake withdrawals,immediately excludes a requested amount from eligible and free stake,StakeVault partial stake withdrawals immediately excludes a requested amount from eligible and free stake,balance/accounting,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-A6C26A837BC9,test/staking/stakeVault.spec.ts,StakeVault > partial stake withdrawals,rejects a request larger than currently free stake,StakeVault partial stake withdrawals rejects a request larger than currently free stake,revert/error,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-3606DB507959,test/staking/stakeVault.spec.ts,StakeVault > partial stake withdrawals,rejects execution before the withdrawal delay,StakeVault partial stake withdrawals rejects execution before the withdrawal delay,revert/error,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-B6C21AEC2C72,test/staking/stakeVault.spec.ts,StakeVault > partial stake withdrawals,withdraws the isolated amount while another reservation remains active,StakeVault partial stake withdrawals withdraws the isolated amount while another reservation remains active,balance/accounting,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-4FC983BCDCFC,test/staking/stakeVault.spec.ts,StakeVault > partial stake withdrawals,restores eligibility when the stake owner cancels the request,StakeVault partial stake withdrawals restores eligibility when the stake owner cancels the request,state transition,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-0853F2764DCD,test/staking/stakeVault.spec.ts,StakeVault > partial stake withdrawals,prevents a full exit while a partial withdrawal is pending,StakeVault partial stake withdrawals prevents a full exit while a partial withdrawal is pending,revert/error,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-C31258E9702A,test/staking/stakeVault.spec.ts,StakeVault > partial stake withdrawals,prevents a partial withdrawal while a full exit is pending,StakeVault partial stake withdrawals prevents a partial withdrawal while a full exit is pending,revert/error,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-6D0DFA160DB9,test/staking/stakeVault.spec.ts,StakeVault > partial stake withdrawals,preserves a pending withdrawal when reserved stake is slashed,StakeVault partial stake withdrawals preserves a pending withdrawal when reserved stake is slashed,asserted behavior,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-14D1266E49AB,test/staking/stakeVault.spec.ts,StakeVault > full exit,marks the staker exiting immediately,StakeVault full exit marks the staker exiting immediately,asserted behavior,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-91E9D0DB3455,test/staking/stakeVault.spec.ts,StakeVault > full exit,blocks new reservations after exit is requested,StakeVault full exit blocks new reservations after exit is requested,state transition,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-737A52DB1B89,test/staking/stakeVault.spec.ts,StakeVault > full exit,blocks withdrawal until both delay and reservations are resolved,StakeVault full exit blocks withdrawal until both delay and reservations are resolved,state transition,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-F71973C61EB2,test/staking/stakeVault.spec.ts,StakeVault > full exit,withdraws the entire remaining balance after exit matures,StakeVault full exit withdraws the entire remaining balance after exit matures,balance/accounting,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-AD6BD5FC679B,test/staking/stakeVault.spec.ts,StakeVault > full exit,cancels exit without changing the remaining stake,StakeVault full exit cancels exit without changing the remaining stake,asserted behavior,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-2B07B4888B88,test/staking/stakeVault.spec.ts,StakeVault > deferred stake,names terminal event amounts by their accounting outcome,StakeVault deferred stake names terminal event amounts by their accounting outcome,event,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-911CBF7C71FD,test/staking/stakeVault.spec.ts,StakeVault > deferred stake,converts the full gross settlement into fully reserved payout-recipient stake,StakeVault deferred stake converts the full gross settlement into fully reserved payout-recipient stake,asserted behavior,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-D2ACC7F5FD41,test/staking/stakeVault.spec.ts,StakeVault > deferred stake,rejects deferred accounting without unaccounted backing tokens,StakeVault deferred stake rejects deferred accounting without unaccounted backing tokens,revert/error,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-69E31C42C810,test/staking/stakeVault.spec.ts,StakeVault > deferred stake,vests fee claims and leaves the net amount as reusable stake at maturity,StakeVault deferred stake vests fee claims and leaves the net amount as reusable stake at maturity,balance/accounting,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-8916F74D03B0,test/staking/stakeVault.spec.ts,StakeVault > deferred stake,aggregates duplicate fee recipients without changing total liabilities,StakeVault deferred stake aggregates duplicate fee recipients without changing total liabilities,balance/accounting,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-1FD1FF9AFFBE,test/staking/stakeVault.spec.ts,StakeVault > deferred stake,drops zero-rounded fee allocations before storage and vesting,StakeVault deferred stake drops zero-rounded fee allocations before storage and vesting,balance/accounting,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-847C20670065,test/staking/stakeVault.spec.ts,StakeVault > deferred stake,slashes the full gross stake to the maker and cancels every contingent fee,StakeVault deferred stake slashes the full gross stake to the maker and cancels every contingent fee,balance/accounting,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-F788CB1991CC,test/staking/stakeVault.spec.ts,StakeVault > deferred stake,rejects new deferred authorizations while reservations are paused,StakeVault deferred stake rejects new deferred authorizations while reservations are paused,revert/error,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-68E16D661E6E,test/staking/stakeVault.spec.ts,StakeVault > deferred stake,rejects new deferred authorizations for an exiting staker,StakeVault deferred stake rejects new deferred authorizations for an exiting staker,revert/error,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-7195CD772341,test/staking/stakeVault.spec.ts,StakeVault > deferred stake,funds an already-authorized deferred stake while new reservations are paused,StakeVault deferred stake funds an already-authorized deferred stake while new reservations are paused,balance/accounting,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-B6580E40426D,test/staking/stakeVault.spec.ts,StakeVault > controller handover,enforces delayed two-step controller acceptance,StakeVault controller handover enforces delayed two-step controller acceptance,asserted behavior,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-98EEB4365BBA,test/staking/stakeVault.spec.ts,StakeVault > controller handover,lets the previous controller settle only its snapshotted stake reservations,StakeVault controller handover lets the previous controller settle only its snapshotted stake reservations,asserted behavior,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-7A966170CD5F,test/staking/stakeVault.spec.ts,StakeVault > controller handover,lets the previous controller fund its deferred authorization after handover,StakeVault controller handover lets the previous controller fund its deferred authorization after handover,balance/accounting,@nomicfoundation/hardhat-network-helpers[time],,one-to-one,pending-translation,baseline-passed
HH-1D54FBCCAAC0,test/unifiedVerifier/MultiAttestationVerifier.spec.ts,MultiAttestationVerifier > #verify > when deployed with one witness and threshold 1,should return true with a valid signature from that witness,MultiAttestationVerifier #verify when deployed with one witness and threshold 1 should return true with a valid signature from that witness,return value,beforeAll:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier; afterEach:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier > #verify; beforeEach:MultiAttestationVerifier > #verify > when deployed with one witness and threshold 1; @utils/test[addSnapshotBeforeRestoreAfterEach|getAccounts|getWaffleExpect]; @utils/constants[ADDRESS_ZERO]; @utils/test/types[Account],test-foundry/deterministic/verifiers/AttestationVerifierParity.t.sol:MultiAttestationVerifierParityTest::test_VerifySingleWitnessThresholdOne,consolidated-with-explicit-destination,verified-independent-file,"AttestationVerifierParity.t.sol: 24 passed, 0 failed, 0 skipped"
HH-C8B57F804456,test/unifiedVerifier/MultiAttestationVerifier.spec.ts,MultiAttestationVerifier > #verify > when deployed with two witnesses and threshold 1 > when witness A signs the digest,should return true,MultiAttestationVerifier #verify when deployed with two witnesses and threshold 1 when witness A signs the digest should return true,return value,beforeAll:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier; afterEach:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier > #verify; beforeEach:MultiAttestationVerifier > #verify > when deployed with two witnesses and threshold 1; beforeEach:MultiAttestationVerifier > #verify > when deployed with two witnesses and threshold 1 > when witness A signs the digest; @utils/test[addSnapshotBeforeRestoreAfterEach|getAccounts|getWaffleExpect]; @utils/constants[ADDRESS_ZERO]; @utils/test/types[Account],test-foundry/deterministic/verifiers/AttestationVerifierParity.t.sol:MultiAttestationVerifierParityTest::test_VerifyEitherAuthorizedWitnessAtThresholdOne,consolidated-with-explicit-destination,verified-independent-file,"AttestationVerifierParity.t.sol: 24 passed, 0 failed, 0 skipped"
HH-F3A7D5F47BEE,test/unifiedVerifier/MultiAttestationVerifier.spec.ts,MultiAttestationVerifier > #verify > when deployed with two witnesses and threshold 1 > when witness B signs the digest,should return true,MultiAttestationVerifier #verify when deployed with two witnesses and threshold 1 when witness B signs the digest should return true,return value,beforeAll:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier; afterEach:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier > #verify; beforeEach:MultiAttestationVerifier > #verify > when deployed with two witnesses and threshold 1; beforeEach:MultiAttestationVerifier > #verify > when deployed with two witnesses and threshold 1 > when witness B signs the digest; @utils/test[addSnapshotBeforeRestoreAfterEach|getAccounts|getWaffleExpect]; @utils/constants[ADDRESS_ZERO]; @utils/test/types[Account],test-foundry/deterministic/verifiers/AttestationVerifierParity.t.sol:MultiAttestationVerifierParityTest::test_VerifyEitherAuthorizedWitnessAtThresholdOne,consolidated-with-explicit-destination,verified-independent-file,"AttestationVerifierParity.t.sol: 24 passed, 0 failed, 0 skipped"
HH-FA34FF4DB382,test/unifiedVerifier/MultiAttestationVerifier.spec.ts,MultiAttestationVerifier > #verify > when deployed with two witnesses and threshold 1 > when a non-witness signs the digest,should revert,MultiAttestationVerifier #verify when deployed with two witnesses and threshold 1 when a non-witness signs the digest should revert,revert/error,beforeAll:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier; afterEach:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier > #verify; beforeEach:MultiAttestationVerifier > #verify > when deployed with two witnesses and threshold 1; beforeEach:MultiAttestationVerifier > #verify > when deployed with two witnesses and threshold 1 > when a non-witness signs the digest; @utils/test[addSnapshotBeforeRestoreAfterEach|getAccounts|getWaffleExpect]; @utils/constants[ADDRESS_ZERO]; @utils/test/types[Account],test-foundry/deterministic/verifiers/AttestationVerifierParity.t.sol:MultiAttestationVerifierParityTest::test_VerifyRejectsNonWitnessAtThresholdOne,consolidated-with-explicit-destination,verified-independent-file,"AttestationVerifierParity.t.sol: 24 passed, 0 failed, 0 skipped"
HH-7734EC7F6CA6,test/unifiedVerifier/MultiAttestationVerifier.spec.ts,MultiAttestationVerifier > #verify > when deployed with two witnesses and threshold 1 > when the same witness signature is passed twice,should return true because the unique signer threshold is still met,MultiAttestationVerifier #verify when deployed with two witnesses and threshold 1 when the same witness signature is passed twice should return true because the unique signer threshold is still met,return value,beforeAll:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier; afterEach:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier > #verify; beforeEach:MultiAttestationVerifier > #verify > when deployed with two witnesses and threshold 1; beforeEach:MultiAttestationVerifier > #verify > when deployed with two witnesses and threshold 1 > when the same witness signature is passed twice; @utils/test[addSnapshotBeforeRestoreAfterEach|getAccounts|getWaffleExpect]; @utils/constants[ADDRESS_ZERO]; @utils/test/types[Account],test-foundry/deterministic/verifiers/AttestationVerifierParity.t.sol:MultiAttestationVerifierParityTest::test_VerifyDuplicateSignerCountsOnceButMeetsThresholdOne,consolidated-with-explicit-destination,verified-independent-file,"AttestationVerifierParity.t.sol: 24 passed, 0 failed, 0 skipped"
